"ID","Title","Channel","PublishedAt","Description"
"PSUgG4JUUa8","桃園葉春日公派下清明祭祖 八千子孫齊聚【客家新聞20230405】","客家新聞Hakka News","2023-04-05","在疫情解封之後，桃園新屋區葉家葉五美公祖塔祭祖，成為葉家子孫的大事，葉春日公派下協進會表示，之前受疫情影響之前限制參加人數，今年海內外各地的葉家子孫，大約有8千多人前往祭祖，代表各地子孫慎終追遠，也展現葉家向心力。"
"WSEWPGmQpU4","信基督教客家人僅0.5% 培養客家牧師宣教【客家新聞20230405】","客家新聞Hakka News","2023-04-05","根據內政部的統計，全臺灣信仰基督宗教的人口約占4%、1百萬人左右，算是少數，而客家族群當中，基督徒更只占約0.5%，《基督傳客》系列報導，來看一群客家籍牧師，為了順利在臺灣客庄傳教，並培育傳教士，在2000年時成立了客家宣教神學院(客神)，培養擁有客語能力以及客家文化涵養，能向客庄宣教的牧師，至今已培育約70位，成為客庄傳道的助力。"
"plj1UPgzpyo","追思三禮+世代傳承表 牧師推基督教客家化【客家新聞20230405】","客家新聞Hakka News","2023-04-05","基督教要深入，強調飲水思源的客家社會，可否祭拜祖先是最先要解決的問題，因此有許多客籍牧師集思廣益，設計出追思三禮以及世代傳承表，將基督和客家傳統文化連結，使得基督教客家化，不再是陌生的洋人教。"
"pBEyn2rh-JM","廢棄牛舍變身幸福學堂 獲德國柏林設計獎【客家新聞20230404】","客家新聞Hakka News","2023-04-04","屏東縣萬丹鄉興化廍，曾經以養牛聞，是著名的養牛之鄉，有一位88歲農夫陳火柱先生，提供廢棄已久的牛舍，做為地方創生活化空間今天客家新聞要帶您來看，《牛舍變成學堂》的地方傳奇，在營建署補助與社區規畫師的改造下，廢棄的牛舍搖身一變，成為鄉民的幸福學堂，還得到德國柏林設計獎景觀設計銀獎大獎的榮耀，不但是屏東之光更是臺灣之光。"
"-hEHtPRjZl4","埔里熱氣球嘉年華市集 行銷在地觀光產業【客家新聞20230404】","客家新聞Hakka News","2023-04-04","南投縣埔里鎮公所和在地企業合作，在連假期間舉辦為期2天的熱氣球嘉年華，現場還有特色農產市集，雖然昨日下午因為風勢熱氣球無法升空，不過今天(4日)早上熱氣球順利升空，讓民眾可以感受高空俯瞰的景色，為地方觀光及產業行銷，帶來另類的宣傳效果。"
"oxrJ0X7pyzQ","屏東萬丹興化廍 馬賽克拼貼「農村的記憶」【客家新聞20230404】","客家新聞Hakka News","2023-04-04","在臺灣傳統農業社會中，牛是不可或缺的勞動力，屏東縣萬丹鄉興化廍，就是養乳牛的社區，在廍廍安全幸福學堂，有一面馬賽克拼貼的牆，由來自印尼峇里島烏布的當代藝術家瓦樣(Wayan)操刀，將農村的記憶，以及興化國小學童2006年做的陶土作品，做成馬賽克牆面，訴說著過去農村的故事。"
"gNkM8zPcUZQ","清明吃紅粄.艾粄.潤餅 澱粉脂肪高.莫多食【客家新聞20230404】","客家新聞Hakka News","2023-04-04","不少人會將紅粄、艾粄還有潤餅，當作清明祭品的選項，不過這些食物大多是由澱粉和脂肪組成，一份的熱量可能衝上3百到4百大卡，營養師建議不可多食，另外可多攝取蛋白質和蔬果，均衡營養。"
"voiaRXS1TvY","閒置牛舍變圖書館 幸福學堂為偏鄉醞釀書香【客家新聞20230404】","客家新聞Hakka News","2023-04-04","教育是百年大計，但在教科書之外，還能提供什麼環境給孩子學習，高中教師熊敏慧與園藝業退休的先生陳佳裕，共同參加屏東縣社區規畫師駐地輔導計畫，把私人的閒置牛舍空間打造成圖書館，開放給社區共同使用，希望偏鄉的學童，也能享受親子共讀的環境。"
"3cmgIK64Xe8","獼猴危害作物 苗縣委廠商研發驅猴炮減損【客家新聞20230403】","客家新聞Hakka News","2023-04-03","近年來山區果農，常碰上臺灣獼猴危害農作物事件，苗栗縣政府特別協請廠商，研發2段式驅猴炮，不但聲音大，還可延遲爆炸，可大幅降低農友因使用鞭炮，不慎炸傷的意外發生。"
"TDG2glAFQyc","鼓勵通過國家語言認證 誘因成效仍待觀察【客家新聞20230403】","客家新聞Hakka News","2023-04-03","考過各種本土語言認證之後，除了榮譽感之外，還能獲得什麼樣的實質效果，綜觀各大國家語言認證，除了是各縣市學校，應徵本土語教師的基本條件之外，還有可能會是教師甄選的加分項目，甚至是公教機關加薪、陞遷的依據，希望透過各種誘因，讓公教人員或有志報考公教者，多多學習、使用國家語言。"
"y9Z-RlNrboY","竹縣「客語深根服務」開課 薪傳師報名踴躍【客家新聞20230403】","客家新聞Hakka News","2023-04-03","去年才推出的高級認證，考試放榜後全國僅6位考生通過，通過海陸腔高級認證的考生，也只有一位，十分具有挑戰性，新的年度新竹縣政府推動，「112年新竹縣客語深根服務計畫」，新增書面語(文讀)、聲韻調等課程，並邀請新竹海陸客家語文協會，開班授課，很多薪傳師為了再次挑戰高級認證，也為此提前準備。"
"OF7NVAbMOnI","完善客語認證制度 客委會擬增加「專業級」【客家新聞20230403】","客家新聞Hakka News","2023-04-03","去年首度舉辦的客語高級認證，難度高、通過率極低，在客家社群中引起廣泛討論，而客委會也即將在今年9月，首度推出基礎級認證，鼓勵初學客語者，為了完善認證制度，未來甚至不排除規畫專業級認證，語言認證到底怎麼分級，難易度又怎麼定，想必也有不少觀眾想要知道，今天的《檢視客認證》專題報導，就先帶各位「拆解」客語認證。"
"LQ2Ld7wQn7g","陳瑋儒單曲〈做妳个BABY〉 盼創HAK-POP風潮【客家新聞20230402】","客家新聞Hakka News","2023-04-02","多次入圍金曲獎，歌手陳瑋儒近期為客家電視節目《福氣來了》量身打造，推出客家單曲〈做妳个BABY〉，歌曲中除了加入電子流行音樂元素，也融合傳統客家小調，充滿律動又洗腦的音樂旋律，希望帶動客家流行音樂「HAK-POP」新潮流。"
"WQMxFzpkoL4","崙背連假辦「妙客市集」 助小農行銷農產品【客家新聞20230402】","客家新聞Hakka News","2023-04-02","清明節連假，很多人會返鄉掃墓或是出外旅遊，雲林縣崙背鄉公所，把握這5天連假，特別舉辦「崙背妙客市集」，聚集在地小農生產的農產品，藉此將崙背鄉的特產行銷出去。"
"llT-343ruYM","國姓農會食農教育 大人細子體驗採青梅【客家新聞20230402】","客家新聞Hakka News","2023-04-02","南投縣國姓鄉農會推廣食農教育，連續第二年和有機農民合作，舉辦採青梅活動，吸引很多民眾攜家帶眷來參與，讓小朋友能夠在空曠的山林奔跑，也能夠認識青梅的採收過程，農會希望透過活動行銷，為地方產業帶來新的商機。"
"Ezjt0ueLmHc","服務不便旅客 新威森林公園林道設水泥鋪面【客家新聞20230402】","客家新聞Hakka News","2023-04-02","超過一甲子歷史的高雄六龜新威森林公園，最有人氣的莫過於每年春季，桃花心木換葉期，落葉紛飛的美景，不過有遊客發現，桃花心木林道出現了一條，長80公尺的水泥鋪面，和原來環境格格不入，權責單位茂林國家風景區管理處解釋，是為了行動不方便的遊客，打造的觀景小徑。"
"GDfOm4CxK_g","桃彩色海芋季 大園溪海休區大片花海登場【20230402】","客家新聞Hakka News","2023-04-02","桃園彩色海芋季，今年以「綺芋」為主題，桃園市長張善政表示，這次休區與青農合作，種植多達8萬株彩色海芋、2萬株百合及18萬株大園在地草花，形成偌大花海，希望活絡休區經濟，也讓民眾可以藉此了解，桃園各休區季節花卉特色。"
"7XouqNHSBAg","兒童節親子歡樂趴 長治鄉邀大小朋友同樂【客家新聞20230402】","客家新聞Hakka News","2023-04-02","兒童節與清明節連假期間，不少人從外地返鄉掃墓，為了展現在地熱情，屏東縣長治鄉公所，就在昨天(1日)下午，舉辦兒童節親子歡樂趴，推出奇幻泡泡秀歌舞表演，及海洋家族帶動跳等節目，讓現場親子歡樂無比。"
"AhNX7wJtA0w","內埔新景點 六堆紀念公園共融遊戲場啟用【客家新聞20230401】","客家新聞Hakka News","2023-04-01","屏東縣政府推出「一鄉鎮一遊戲場」專案，將孩童遊戲權服務範圍擴及全縣，1日啟用的內埔六堆紀念公園共融遊戲場為雙主題豪華型遊戲場，有客家攻炮城意象的城牆遊具，及高達9公尺的綜合型遊具，吸引許多大人帶小孩一起來體驗。"
"wwtAFnPegvk","甲仙芋筍梅節 「梅子小醬」氣球遊行熱鬧踩街【客家新聞20230401】","客家新聞Hakka News","2023-04-01","2023甲仙芋筍梅節，在清明連假首日登場，為了迎接梅子採收季節，主辦單位甲仙區公所開闢山林講堂，講梅子的故事給遊客聽，還有「梅子小醬」造型氣球，現身甲仙街頭，和民眾一起熱鬧踩街。"
"fyo7djlOiW4","5後生藝術家「跨域」創作 新北客園區展出","客家新聞Hakka News","2023-04-01","由新北哈客青年智庫團提案策畫的「主客觀-跨域創作特展」，近期在新北客家文化園區推出，這次展覽找來5位，長期在藝術領域奮鬥的後生藝術家，他們用油畫、雕塑、漆藝、攝影等多元媒材創作，展現客家後生的獨特觀點。"
"GA-OeHVxYno","中市客委會辦東勢童玩節 復古童玩慶兒童節【客家新聞20230401】","客家新聞Hakka News","2023-04-01","兒童節快要到了，為了讓小朋友遠離3C產品，臺中市客委會特別舉辦「東勢童玩節」活動，安排10項復古童玩，讓家長帶著小朋友一起闖關，重溫古早味的童年樂趣。"
"LyCvfQIN0cI","長治代理鄉長就職 議員:無公文.派任不合法【客家新聞20230331】","客家新聞Hakka News","2023-03-31","屏東縣長治鄉公所今天舉行代理鄉長宣誓就職與交接典禮，不過屏東縣議員吳亮慶，以縣府沒有法院裁定現任鄉長古佳川羈押禁見的公文為由，聲稱不承認代理鄉長合法性。縣府表示，代理鄉長派任是縣長權責，所以這次派任並無不法。"
"46HfRHquOP8","客語通行語推動有成 苗縣府奪優等4連霸【客家新聞20230331】","客家新聞Hakka News","2023-03-31","111年度推動客家語為通行語成效，評核成績出爐。苗栗縣連續4年拿下縣市政府的優等，並將獲頒500萬獎勵金，另外客委會也首次增設「進步獎」，肯定進步顯著卻未入選的機關，鼓勵公教單位講客風氣。"
"tfzWvN9nHi8","大倫.明仁國中JHBL晉級 苗縣長頒加菜金【客家新聞20230331】","客家新聞Hakka News","2023-03-31","111學年度JHBL國中甲組聯賽，總決賽即將在4月初正式登場，苗栗縣長鍾東錦31日特別頒贈1萬元加菜金給晉級決賽的，大倫國中女籃隊及明仁國中男籃隊，期勉兩支球隊能同心協力，再為苗栗爭取更多光榮。"
"kulq6Z0PQ7o","埔里育英國小食農教育 綠照站長者教種菜【客家新聞20230331】","客家新聞Hakka News","2023-03-31","南投縣埔里鎮農會安排綠色照顧站的長輩到育英國小，教孩子們種植蔬菜，今天(31日)綠照班的長輩到學校與孩子們快樂的收成。農會表示，透過這樣的食農教育，讓孩子們了解蔬菜的來源。而採收後的蔬菜，會在農會直銷站販售，所得將回饋給學校。"
"aw-Wxyjlrh0","北市客家音樂戲劇中心啟用 提供多元化舞台【客家新聞20230331】","客家新聞Hakka News","2023-03-31","臺北市客家文化主題公園去年10月重新開園，位於客家音樂戲劇中心二樓的266坪劇場功能空間，經過整修與設備升級，今天(31日)正式啟用。今後舞台場地將提供舞台劇、影展或音樂會等展演使用"
"i4uWlZvnOog","農民直銷站開辦10年 全臺設置42處據點 【客家新聞20230331】","客家新聞Hakka News","2023-03-31","農民直銷站開辦至今已經10年，目前為止，全臺共有42家銷售點，提供在地農民一個「地產地消」，消費者買到新鮮，農會也有獲利，如此三贏的產銷模式，就來看看桃園龍潭農會的農民直銷站，他們的營運方式。"
"HzYVbwVEl1Y","桃環局推環教場域補助 鼓勵機關學校參與【客家新聞20230331】","客家新聞Hakka News","2023-03-31","桃園市環保局公告環境教育基金補助計畫，鼓勵桃園市各機關、學校，到環境教育設施場所認識環境知識，像是位在桃園新屋的石滬故事館，正是其中一個環教場所。館方表示，館內及海邊沿岸的場域資源豐富，課程已經準備完成。"
"1ocom4PnC4o","占地2公頃.逾50年 臺灣最大胡椒園在六龜【客家新聞20230330】","客家新聞Hakka News","2023-03-31","胡椒是熱帶地區產物，但卻因怕熱，必須要種在樹蔭下才能生長，高雄六龜新發地區，就有一處占地兩公頃的胡椒園，是國內最具規模的胡椒種植區，第四代園主陳裕隆，從父親手上接下胡椒園事業，家族種植胡椒超過半個世紀，因為胡椒生長速度較原產地慢，味道反而更為濃厚，受到不少行家的喜愛。"
"695k6GbkASU","8成兒少公共事務和自己有關 僅2成3表看法【客家新聞20230329】","客家新聞Hakka News","2023-03-31","隨著科技發展，兒童以及青少年接受到的資訊，也比過往更多、更快、更廣，不少兒少因此也開始關心國內外各種議題，根據兒福聯盟的統計，8成兒少認為社會議題和自己有關，並想要表達意見，不過卻有超過3成兒少，曾因為發表意見，而受大人懲罰或斥責，也因此僅有大約2成左右的兒少，勇於積極表達想法，如何鼓勵兒少發聲，也成為各界值得省思的課題。"
"J21M5KoPGsU","提前慶祝兒童節 後龍鎮長穿恐龍裝.發禮物【客家新聞20230331】","客家新聞Hakka News","2023-03-31","兒童節就快到了，許多鄉鎮市公所，都會送禮物給國小兒童，來看苗栗縣後龍鎮，除了贈送鎮內，2500多位學童環保餐盒，鎮長還特別變裝成後龍鎮的吉祥物，快閃到學校發禮物，讓小朋友是又驚又喜。"
"3P8ZwVnaJJg","客家青少年國際事務訪問團 7月底將訪星馬【客家新聞20230330】","客家新聞Hakka News","2023-03-30","因為疫情停辦三年的客家青少年國際事務訪問團，隨著國內外解封，逐步開放邊境，今年恢復辦理，即日起開始報名，獲選的15到18歲青少年，將在7月31日到8月14日，訪問新加坡以及馬來西亞，化身國際親善大使，和當地學生、客屬社團交流。"
"nmrqmA-In1g","屏東長治鄉長古佳川涉貪 法院裁准羈押禁見【客家新聞20230330】","客家新聞Hakka News","2023-03-30","屏東縣長治鄉公所涉嫌浮報經費貪瀆案，上個月15日，屏東地檢署指揮廉政署等檢調人員，到長治鄉公所搜索，收押一名張姓課員，昨晚檢方再度傳訊鄉長古佳川，訊後認為他以不實單據核銷，詐取財物涉嫌貪汙，今天(30日)向屏東地方法院，聲請收押禁見獲准。"
"xF6bskTA09A","關注臺灣山椒魚保育 東華大學紀錄片賞析【客家新聞20230330】","客家新聞Hakka News","2023-03-30","目前已知有5種臺灣特有種山椒魚，東華大學號召師生，觀賞紀錄片《山椒魚來了》，並邀請片中，參與調查的校友在映後座談，分享野外研究的甘苦，以及推廣保育瀕臨絕種動物，臺灣山椒魚的重要性。"
"1MhlsL8S3N0","雲林詔安客文館經營權期滿 縣府進行招標【客家新聞20230330】","客家新聞Hakka News","2023-03-30","雲林詔安客家文化館，在2017年以標案方式，委託雲林科技大學經營，期滿後，雲科大表明沒有意願繼續承接，因此雲林縣政府公開招標，希望有意願的單位前來投標。"
"esgl7ycuxrQ","屏東推寵物友善服務 飼主安心帶寵物出遊【客家新聞20230330】","客家新聞Hakka News","2023-03-30","屏東縣飼養犬貓數約有8萬隻，為了讓飼主可以帶著，家中寵物到處跑，屏東縣政府30日，舉辦寵物友善空間擴大招募活動，鼓勵業者加入寵物友善服務，提供更多讓主人和寵物，同樂共享的空間，附加而來的是希望也能帶動消費。"
"TFerrm9FakI","埔里公所贈學童陳綢阿媽繪本 把愛傳出去【客家新聞20230330】","客家新聞Hakka News","2023-03-30","南投埔里鎮公所與在地企業，連續14年不間斷，為全鎮兒童舉辦慶祝活動，今年有最新研發的餅乾禮盒，另外還發表了陳綢阿媽紀念繪本，送給全鎮的小學，希望陳綢阿媽，以耐心和愛心照顧兒童的精神，可以一直延續下去。"
"xXRAA9OfVCU","褒忠義民廟春祭大典 賴清德讚揚義民精神【客家新聞20230330】","客家新聞Hakka News","2023-03-30","新竹新埔褒忠義民廟，舉辦建廟235週年春祭大典，不僅全臺灣各地分火的義民廟，都回到褒忠義民廟，30日副總統賴清德，客委會副主委周江杰，新竹縣長、桃園市長等人都前往參加，賴清德全程以客語致詞，並讚揚客家義民精神，就是臺灣精神。"
"24r8YY-slAI","政院通過公視法修正案 鬆綁9億元預算上限【客家新聞20230330】","客家新聞Hakka News","2023-03-30","行政院會今天(30日)通過《公共電視法》部分條文修正草案，重點內容，除了解除每年固定9億元政府捐贈經費的天花板，也下修公視董事人數以及董監事選任通過門檻，此外包括客家電視台等族群頻道，以及國際頻道也將正式法制化，納入公視體系。"
"cieQMhOfOJI","貓裏山公園發現棄養鴿 棄養者最高罰15萬【客家新聞20230330】","客家新聞Hakka News","2023-03-30","苗栗市貓裏山公園，有民眾發現一個紙箱，裝著數隻鴿子，翅膀羽毛都被剪掉了，只能求助苗栗縣動物保護防疫所協助，動防所指出，任意棄養動物，可依動保法處3到15萬元罰鍰，請民眾切勿以身試法。"
"pkA4wQT4FQk","東部國旅「動」起來 臺東推出運動系列觀光【客家新聞20230329】","客家新聞Hakka News","2023-03-29","疫後不少人規畫出遊，由於不少民眾認為連假容易塞車、住宿費又貴，寧願選擇出國，減少國旅，臺東縣政府及交通部觀光局東管處，就規畫了一系列運動觀光主題，包括慢跑、泛舟、三鐵、自行車到熱氣球等，要用運動吸引遊客到東部一遊。"
"VeiEjeq1r2U","後龍好望角斥資千萬元 嶄新大型公廁啟用【客家新聞20230329】","客家新聞Hakka News","2023-03-29","苗栗縣後龍鎮的半天寮風景區，人稱好望角，因為有超美的海景，每年吸引數十萬遊客，不過過去受限土地法規，這裡僅有簡易廁所供遊客使用，後龍鎮公所在購置土地興建停車場之後，再爭取環保署補助，耗費1千萬興建大型廁所，並趕在清明連假前正式啟用。"
"66UPJvB0TUw","救國團表揚10位優秀青年 期勉帶動國家發展【客家新聞20230329】","客家新聞Hakka News","2023-03-29","329青年節，救國團舉辦全國優秀青年表揚大會，今年各領域中共有10位青年，獲得「青年獎章」表揚，另外也遴選出全國逾2千位優秀青年，並期許他們在不同的領域，幫助國家全面性發展。"
"XRPbjNjxpcQ","「產地之旅」走入雲林 食農體驗認識在地農產【客家新聞20230329】","客家新聞Hakka News","2023-03-29","現代人對於健康意識日益提升，尤其重視食材的來源，雲林有一家果菜合作社，特別辦理「產地之旅」活動，讓下游廠商了解新鮮的番茄是如何從產地到餐桌。"
"OWXEuUK50fA","國際學伴相見歡 學童化身導覽員介紹臺灣【客家新聞20230329】","客家新聞Hakka News","2023-03-29","桃園市蘆竹區公埔國小為了提升學童的英語運用能力，特別向教育部申請國際學伴計畫，提供偏遠地區學校學生英語多元學習機會。而原本都是透過視訊交流的大小學伴，現在正式相見歡，小朋友也化身導覽員，帶大學伴體驗臺灣民俗文化。"
"IQymbNShrVo","NSO《時代的步履》 演出客家八音大團圓【客家新聞20230329】","客家新聞Hakka News","2023-03-29","當客家八音碰上管弦交響樂，會擦出什麼樣的火花呢？NSO國家交響樂團，和國立傳統藝術中心臺灣音樂館共同主辦《時代的步履》音樂會，將首演知名作曲家潘皇龍創作的《客家八音大團圓》，管絃交響協奏曲。"
"W9W72ZkivN8","六堆文教基金會新獎學金制 鼓勵多元發展【客家新聞20230329】","客家新聞Hakka News","2023-03-29","六堆文教基金會，原本就設有清寒獎助學金，由於近幾年很少人提出申請，新就任的基金會董事長曾淑玲，就想要改變獎助方式，讓就讀國、高中的六堆子弟，無論是學科或是術科，只要有單項成績在學校獲獎，就可以得到獎學金。"
"i-xK5nWhXw0","落實兒童權利公約 徵選「兒少代表」政策參與【客家新聞20230329】","客家新聞Hakka News","2023-03-29","幫助兒少發聲，除了需要家長、老師，轉換角度、同理以待之外，在政策面上，中央到地方則增設「兒少代表」，落實「聯合國兒童權利公約」中的保障兒少表意權，儘管各縣市徵選條件，年齡規定都不一，但幾乎是廣納多元背景的兒少，加入政策討論，除了能夠補足以往，缺乏兒少觀點的政策，還能讓未來的主人翁，學習審議式民主的內涵。"
"SgjmLoNwGDk","竹縣府地下室翻修變身美食街 4月中試營運【客家新聞20230329】","客家新聞Hakka News","2023-03-29","新竹縣政府前棟大樓，在民國78年啟用後，至今30多年，由於地下室管線和設施老舊，不敷洽公民眾與縣府員工使用，因此行政處編列1千萬元，將縣府前棟大樓地下室進行翻修，經過1年時間整理，變身成美食街，預計4月中旬試營運。"
"CLX73ej8bQI","8成兒少公共事務和自己有關 僅2成3表看法【客家新聞20230329】","客家新聞Hakka News","2023-03-29","隨著科技發展，兒童以及青少年接受到的資訊，也比過往更多、更快、更廣，不少兒少因此也開始關心國內外各種議題，根據兒福聯盟的統計，8成兒少認為社會議題和自己有關，並想要表達意見，不過卻有超過3成兒少，曾因為發表意見，而受大人懲罰或斥責，也因此僅有大約2成左右的兒少，勇於積極表達想法，如何鼓勵兒少發聲，也成為各界值得省思的課題。"
"HomFiuUP798","甘順發號召募捐白米 關懷獅潭鄉弱勢憨兒【客家新聞20230328】","客家新聞Hakka News","2023-03-28","苗栗縣獅潭鄉民甘順發，每年都會號召村民為憨兒募集白米，20年來從不間斷，今年共募集到7500臺斤白米，比去年4800斤成長1.5倍，參與人數多達80位鄉親，希望在鄉內形成一股善行風氣，持續關懷弱勢。"
"gd1120ciSi8","埔里農民節 傑出青農專區售四季節令產品【客家新聞20230328】","客家新聞Hakka News","2023-03-28","南投縣埔里鎮農會今天(28日)舉辦農民節活動，除了表揚優秀農民，農會還把在地傑出青農所生產的產品成立專區，販售一年四季節令產品，具有產地新鮮直送及價格優勢，未來將成為在地人採買優質蔬果的新場所。"
"UuY6s3JXeYg","高農改場引進紙膜插秧機 抑制雜草萌發【客家新聞20230328】","客家新聞Hakka News","2023-03-28","為了減少水稻田的雜草，高雄區農業改良場，去年底從日本引進紙膜插秧機，在插秧的同時，覆蓋可分解的紙膜，雜草萌發機會大約0.02%，但不使用紙膜的雜草發生率，將近25%，農民雖然看好紙膜插秧機，但因成本高，讓許多農民心存觀望。"
"_IXSZ1nuHRM","花蓮富里青梅收成 開發梅酒.加工品促經濟【客家新聞20230328】","客家新聞Hakka News","2023-03-28","臺9線是臺東縱谷居民對外的主要聯絡道路，由於路幅窄僅有雙向車道，常有民眾不當超車，發生致死交通事故，經過12年的評估規畫，總經費高達142億元的臺東段拓寬工程，第一期在2021年動工，然而今年正在進行設計的初鹿到賓朗段，當地民眾卻陳情抗議，要求縮減拓寬路幅、減少拆除房舍。"
"IDY0jRqvzIc","苗縣145校建置觸控大螢幕 提升教學效能【客家新聞20230328】","客家新聞Hakka News","2023-03-28","利用大型觸控螢幕連結平板，讓教學更生動，苗栗縣政府今天(27日)宣布，在全縣145所國中小，總共建置396面觸控式大螢幕，未來老師上課可以利用大螢幕，與同學智慧教學，苗栗縣表示這項政策，是縣府送給全縣小朋友的兒童節禮物。"
"kB-ytH3EkaM","圍捕狒狒變成射殺 農委會將解剖釐清死因【客家新聞20230328】","客家新聞Hakka News","2023-03-28","東非狒狒圍捕，昨天(27日)接獲民眾通報，發現狒狒的蹤影，民眾將牠困在民宅內，相關人員圍捕後，原本要送臺北市立動物園檢疫，但卻發現狒狒遭到獵人槍擊受到重傷，桃園市農業局人員，將牠送往新竹六福村救治，但隨後即宣告死亡，而今天(28日)一早，桃園市農業局也將狒狒遺體，送到臺北市立動物園進行檢驗後，再由農委會家畜衛生試驗所進行解剖，以釐清死因。"
"ZW1aHqPyWto","池上鄉合作南華大學 力拚認證臺第6座慢城【客家新聞20230328】","客家新聞Hakka News","2023-03-28","為了阻止全球化帶來的侵害，1999年義大利發起了慢城組織，提倡保護環境、文化資產，推行健康飲食等主張，並以72項指標做為慢城發展指標，也曾申請認證未果的臺東池上，今天(27日)就與南華大學合作，成立慢城認證推動委員會及工作小組，希望今年6月完成申請，力拚明年，成為全臺第6個國際慢城認證鄉鎮。"
"6hGKp0QGXrk","臺9線初鹿-賓朗拓寬 居民不滿拆屋數陳抗【客家新聞20230328】","客家新聞Hakka News","2023-03-28","臺9線是臺東縱谷居民對外的主要聯絡道路，由於路幅窄僅有雙向車道，常有民眾不當超車，發生致死交通事故，經過12年的評估規畫，總經費高達142億元的臺東段拓寬工程，第一期在2021年動工，然而今年正在進行設計的初鹿到賓朗段，當地民眾卻陳情抗議，要求縮減拓寬路幅、減少拆除房舍。"
"VniH5aQC6Fo","南投垃圾堆積逾22萬公噸 環署會勘尋解方【客家新聞20230327】","客家新聞Hakka News","2023-03-28","南投縣垃圾堆積問題，已經累積超過22萬公噸，其中以草屯鎮將近7萬噸最多，不過隨著鳥嘴潭人工湖興建計畫，將在年底完成，草屯鎮的垃圾也將優先獲得移除，但南投市、竹山鎮及名間鄉的垃圾，也造成居民困擾，環保署今天(27日)實地會勘，期盼能早日解決南投縣的垃圾危機。"
"2bnbCeKKpnU","屏東科技園區擴區動土 估可增100億元產值【客家新聞20230327】","客家新聞Hakka News","2023-03-27","為滿足臺商投資需求及平衡區域發展，屏東高鐵特定區周邊首件開發案，經濟部在今天(27日)舉辦「屏東科技產業園區擴區動土典禮」，擴區面積26.86公頃，預計可促進投資新臺幣50億元，提高產值100億元，創造790個就業機會。"
"FMV1Uj8v1Uw","高麗菜盛產 雲縣府.西螺農會聯手泡菜教學【客家新聞20230327】","客家新聞Hakka News","2023-03-27","天氣逐漸溫暖，作物生長加快，葉菜類中的高麗菜，也因大量生產而價格滑落，為了行銷當季蔬菜，雲林縣政府與西螺鎮農會合作，辦理泡菜製作教學，鼓勵民眾購買好吃營養的高麗菜。"
"pzLIekiec9s","缺蛋現象持續 業者與供應商各採作法因應【客家新聞20230327】","客家新聞Hakka News","2023-03-27","缺蛋現象持續，桃園早餐店業者表示，現階段餐點加蛋，因為成本問題，有蛋的部分已經漲價5元，其它成本自己吸收，龍潭有餐廳業者，6年前自己養蛋雞供給餐廳使用，遇上這次蛋荒，得以持續平穩的供給蛋類料理，另外在蛋雞源頭部分，種雞供應商就表示，蛋雞在年前就銷售一空，目前只有肉雞可販售。"
"ViI4SNmWr64","鳳梨彩帽「旺寶」現身鳳梨田 屏185線新亮點【客家新聞20230327】","客家新聞Hakka News","2023-03-27","鳳梨是屏東縣高樹鄉的大宗物產，為了達到鳳梨產業的永續發展，屏東縣勞青處將去年農客松提案競賽銀獎作品，""旺寶""吉祥物，用彩帽呈現在鳳梨田裡，為屏185線公路再添加風采。"
"H8WBec7Nt-s","桃花心木落葉.花旗木花海 六龜新威春意濃【客家新聞20230327】","客家新聞Hakka News","2023-03-27","高雄六龜的新威森林公園，有全臺最長，1.5公里的桃花心木林步道，每年春天落葉繽紛的景色，有異國浪漫風情，今年茂林國家風景區管理處，與一貫道神威天臺山道場合作，開放遊客從新威森林公園，走進天臺山賞花。"
"P1Ba2q9vCNU","花蓮富里保存八卦窯 轉型地方特色文物館【客家新聞20230327】","客家新聞Hakka News","2023-03-27","日前新竹湖口鄉，一座燒磚專用的八卦窯，曾引發存廢爭議，這種早期臺灣特色磚窯場，已經越來越少，花蓮的富里鄉目前就還有一座，保存完整的八卦窯，地主多年來苦心維持，並透過花蓮縣文化局的計畫，將老窯場轉型為地方特色文物館，延續老窯場的文化價值。"
"ylemU7kmcqI","「狒狒」揚揚16天驚奇之旅 27日午落網結束【客家新聞20230327】","客家新聞Hakka News","2023-03-27","驚擾楊梅、平鎮、新竹，疑似逃跑多天的東非狒狒，五天前桃園市農業局才接到通報，誘捕定位並加強通報後，今天(27日)根據線報，掌握狒狒行蹤，逐一縮小範圍後，展開重點圍捕，不過在圍捕過程中，狒狒疑似遭受槍傷，傷勢過重死亡。"
"tdRQASW6nME","臺灣戰後第一代畫家何肇衢辭世 享耆壽92歲【客家新聞20230326】","客家新聞Hakka News","2023-03-26","臺灣戰後第一代畫家何肇衢，這個月2日辭世，享耆壽92歲，26日下午，在臺北第二殯儀館舉辦的告別式上，除了許多過往一起從事藝術創作的友人，紛紛前來送上最後一程，為了感謝何肇衢為臺灣美術史的貢獻，文化部代表頒贈總統褒揚令，客委會也特別頒發旌揚狀。"
