"ID","Title","Channel","PublishedAt","Description"
"4dprYKLJ6f4","石虎生存危機 光電.生態.國土規畫如何兼顧【客家新聞20230719】","客家新聞Hakka News","2023-07-19","再生能源發展當道，如何在發展光電下，兼顧農業、生態環境以及國土規畫，是當前重要課題，對此地球公民基金會19日發表一份調查報告，從生態保育、國土開發等多面向進行建議，也揭露一級保育類動物石虎，近年來在光電的發展下，所遇到的威脅。"
"PpKtzHquSyc","彩虹之國南非吸引移民 經濟蕭條.危機四伏【客家新聞20230719】","客家新聞Hakka News","2023-07-19","放眼彩虹之國南非，雖然自然風景美不勝收，氣候宜人，生活品質良好，不過許多移居南非的民眾，每天的首要任務，竟然是繃緊神經好好活著，因為在南非明顯失衡的產業結構，已經20多年沒有調整，而在新冠疫情之後，貧窮、失業等國內經濟情勢，蕭條加劇，才會釀成南非幾乎每天都發生，明目張膽的謀殺、搶劫等種種悲劇。"
"d6TdUTdj1Vo","拜訪竹苗移居南非鄉親 看見立足天涯智謀【客家新聞20230718】","客家新聞Hakka News","2023-07-19","今天的「非洲客觀點」系列報導，要帶觀眾朋友透過鏡頭，拜訪從新竹、苗栗移居南非的客家鄉親，一位來自苗栗的吳國雄，他看中了非洲農用物資，和農產品等等所需的編織袋，市場龐大，在南非建立了編織袋王國。而另一位Jason，則是將臺灣蘭花引進南非，搶攻高端精緻市場，他們兩位不斷適應，和臺灣截然不同的風俗民情，鍛鍊出獨有的勇氣和智謀，立足南非。"
"mrJMo6uf8dA","友善農耕護水雉 野蓮農投入生態保育計畫【客家新聞20230718】","客家新聞Hakka News","2023-07-18","水雉是臺灣二級保育物種，高雄美濃的野蓮田，因為長年有水，可以看到水雉在野蓮池棲息繁殖，為了為這群嬌客，營造更好的生活環境，有21位農民參加高雄市農業局的，生態服務給付計畫，希望透過友善農耕方式，把水雉留下來。"
"Hx5zYWWPy-E","剪黏泥塑技術保存者徐明河辭世 享壽82歲【客家新聞20230718】","客家新聞Hakka News","2023-07-18","2022年獲文化部登錄認定為，重要文化資產保存技術，「剪黏泥塑技術」保存者徐明河，在17日去世，享壽82歲。人間國寶徐明河，終身奉獻傳統建築剪黏泥塑技術，並作育英才無數，文化部將呈請總統明令褒揚。"
"SccyqarGN1s","新瓦屋板凳電影院將登場 抽紀念摺疊板凳【客家新聞20230718】","客家新聞Hakka News","2023-07-18","暑假到，新竹縣文化局舉辦板凳電影院系列活動宣傳會，大家一起坐在板凳上，體驗農業時代露天觀賞電影，今年主辦單位還準備了摺疊式的板凳，以集戳章參加抽獎方式，讓民眾觀賞電影又把板凳帶回家。"
"P9uRwUCw8IM","未滿18歲打工 須代理人同意.年齡證明【客家新聞20230718】","客家新聞Hakka News","2023-07-18","暑假學生打工季節到來，勞動部提醒，雇主如果僱用未滿18歲青少年，一定要取得受僱者的，「法定代理人同意書」，及「年齡證明」2項文件，否則將依法處以2萬元以上，30萬元以下新臺幣罰鍰，另外勞動部也強調，算時薪的工讀生，部分工時勞工，不論工作時間長短，皆受勞基法保障。"
"dqs9jHr8d84","屏東縣設5處智慧回收機 資源回收送咖啡【客家新聞20230718】","客家新聞Hakka News","2023-07-18","推動永續，為了便利民眾資源回收，屏東縣環保局和民間企業合作，在5處超商跟大賣場門口設置智慧回收機，全天候提供資源回收服務，這樣一來民眾就不需受限，回收車收運時間，暑假期間還可享免費咖啡優惠。"
"At40ytWYqOI","靜思湖科學人營隊 為學子創造飛夢園【客家新聞20230718】","客家新聞Hakka News","2023-07-18","屏科大、阿公店扶輪社和臺灣兒童暨家庭扶助基金會，共同辦理南臺灣偏鄉弱勢社區關懷活動，讓偏鄉社區弱勢家庭的學生，也接觸到工業4.0的技術，和接觸AI人工智慧，為弱勢學子開拓視野建立自信。"
"4eYT8ZAsXtA","頭份建國國小合唱團 韓國世界賽奪金.銀牌【客家新聞20230718】","客家新聞Hakka News","2023-07-18","苗栗縣頭份市建國國小7月9日出發到韓國，參加世界合唱大賽，勇奪兒少組金牌與民謠組銀牌，除了演唱客家歌曲受到矚目，同學們也把握時間，甚至到飯店頂樓陽台練唱，能抱回世界冠軍的獎牌，師生都十分感動。"
"WpcANkO6oJM","客委會攜手學者 發表新書""乙未中彰保衛戰""【客家新聞20230718】","客家新聞Hakka News","2023-07-18","聚焦1895乙未戰役，客委會客發中心，和文史學者合作出版《抗與順的抉擇-乙未中彰保衛戰》，研究調查書籍，深刻記錄至今屆滿128年，全臺規模最大的戰役。"
"b1UXU-DKXTQ","中寮生態農場排廢染河川 自救會開協調會【客家新聞20230718】","客家新聞Hakka News","2023-07-18","南投縣中寮鄉北中寮地區，有一個標榜生態經營的農場，在這裡經營約有45年，不過卻排放廢水造成河川汙染，空氣中更是充滿惡臭味，居民不斷向縣政府環保局檢舉，也有開立罰單，但仍不見改善，居民成立自救會，17日晚間邀請縣府主管機關、中寮鄉公所等單位共同召開協調會，希望能夠解決陳年的環保問題。"
"TAVMccKQLgE","南部非洲仲裁協會 臺商經商若遇糾紛首選【客家新聞20230718】","客家新聞Hakka News","2023-07-18","臺灣商人足跡遍布全球，在非洲地區也有許多臺商，歷經市場競爭、資源整合和生存挑戰，馳騁商場數十年，從事跨國生意難免會產生糾紛，這時大多數商人，反而不會一狀告上法院，而是選擇「仲裁」制度，今天的非洲客觀點採訪團隊，帶您一探在非洲極具規模的「南部非洲仲裁協會」。"
"YnQGHXEXfn0","民生消費產業缺工創新高 專家籲多元徵才【客家新聞20230718】","客家新聞Hakka News","2023-07-18","人力銀行發布2023年「民生消費人才白皮書」，針對餐飲、批發以及零售等，五大民生消費業職缺和薪資調查，研究顯示，民生消費業相較於整體產業，求才困難，而其中餐飲業，第一季平均人才短缺17.1萬人，是民生消費業中的「重災區」，專家建議可提高薪資，並以多元方式徵才，吸引優秀人才加入。"
"F6UQOkLhRxY","臺東縣府辦身障房務職訓 結業可直接上工【客家新聞20230718】","客家新聞Hakka News","2023-07-18","臺東縣領有身心障礙手冊者，約有1萬6千多人，占全縣人口7%左右，是全國第二多，因應旅宿業房務缺工問題，臺東縣政府與民間組織合作，舉辦身心障礙房務職訓，在飯店實習後，就能直接在飯店任職。"
"ICpDzxcg2sA","客家傳統小吃研習 五彩豬籠粄添課程趣味【客家新聞20230717】","客家新聞Hakka News","2023-07-17","南投縣國姓鄉國姓社區，舉辦客家傳統小吃DIY研習課程，邀請民眾一起同樂，講師把在地特產，例如薑黃、艾草、紅麴、咖啡等原料，加入豬籠粄中，看上去豬籠粄五彩繽紛，希望能吸引更多人加入學習，也創新客家傳統美食技藝。"
"hMY5nHO_P8E","屏東可可揚名國際 ICA亞太區競賽奪7金【客家新聞20230717】","客家新聞Hakka News","2023-07-17","屏東可可再度耀眼國際，在ICA世界巧克力大獎，2023亞太區競賽中，屏東業者共獲7金，25銀20銅和7個特別獎，共59面獎牌，創下歷年來最佳紀錄，其中屏東內埔鄉的曾志元，與太太郭怡婷都分別獲得金牌，也成為一項特殊紀錄。"
"CU1ojwggM-g","桃園農業局合作量販店 行銷拉拉山水蜜桃【客家新聞20230717】","客家新聞Hakka News","2023-07-17","推銷拉拉山水蜜桃，桃園農業局首度和藝人、量販店合作，一起線上直播販售，並且在量販店，北臺灣10家分店同步鋪貨，希望藉此幫助在地小農。"
"_MAWVQ9jnCo","頭份藝術館森木傳情展 自然素材融入創作【客家新聞20230717】","客家新聞Hakka News","2023-07-17","苗栗縣頭份市藝術館，推出「森木傳情」展覽，邀請多位藝術家，以自然素材創作，包括樹木、樹葉、木炭等，都成為創作藝術的素材，將森林的概念融合在藝術創作中，十分有意思。"
"hbcjDnhmCqM","創生抵嘉特展 呈現嘉義地方創生豐碩成果【客家新聞20230717】","客家新聞Hakka News","2023-07-17","由中華文化總會舉辦的「2023 OPEN CHIAYI 創生抵嘉特展」，將於18日開幕，來自嘉義的30多個團隊，將共同展現，在地豐富的地方創生成果。"
"Bq0OGTPlNXo","STEM結合傳產 聯大科學營培育在地人才【客家新聞20230717】","客家新聞Hakka News","2023-07-17","科技產業多元，所需人才也與日俱增，國立聯合大學利用暑假期間，舉辦科學研習營，以STEM領域，在粉末冶金產業應用為主軸，針對苗栗縣高中、大專生，進行為期5天的課程體驗，希望藉此培育在地人才，並推動女性研發人才培育計畫。"
"8IUL_yOtS2M","高樹鄉音樂祭推夏日餐宴 在地美食端上桌【客家新聞20230717】","客家新聞Hakka News","2023-07-17","屏東縣高樹鄉公所夏日音樂祭系列活動，16日傍晚在新豐親水公園推出「夏宴·漱石產地餐桌」，由高樹鄉觀光產業發展協會與在地小農共同提供食材，讓民眾在落日餘暉之際，享用高樹特色美食。"
"Ernw-VDf2oo","新竹新豐掩埋場16日晚間大火 今晨撲滅【客家新聞20230717】","客家新聞Hakka News","2023-07-17","新竹縣新豐垃圾掩埋場16日晚間冒出熊熊烈火，火勢延燒近182坪，火舌挾帶濃濃黑煙直竄天際、惡臭撲鼻，附近居民直呼受不了，所幸火勢在17日凌晨已經撲滅，後續也要觀察風向，當地里長表示恐怕要一個月，臭氣沖天的情形才會消散。"
"nhY18gwFrTY","南非「臺灣料理」 撫慰在異鄉打拚思鄉情【客家新聞20230717】","客家新聞Hakka News","2023-07-17","即便有不少國人，因為南非這幾年來浮現的社會問題，陸續返鄉，仍然有不少客家鄉親，堅守已經視為第二家園的南非大地，並在各大領域發光發熱。像是經營採礦周邊產業的温富政，從小就跟著家人在南非地區闖蕩。至今近50年，而經營快餐館的鄭玉限，則用好手藝讓臺灣料理，飄香南非大地。"
"zNC2TiSyvsQ","南非多元族群融合 客家新聞第一手觀察【客家新聞20230717】","客家新聞Hakka News","2023-07-17","客家新聞前進非洲帶回第一手觀察，今天起將推出《非洲客觀點》系列報導，首先前進位於非洲大陸南端的「南非共和國」，這裡被大西洋、印度洋所交匯懷抱，同時也是非洲大陸的最南端，氣候環境宜人，和大眾一般認知燥熱的非洲，可以說是形成強烈對比，也因為南非的歷史、多元的族群文化，歐、亞、非洲風情在這裡相融，宛如「彩虹的國度」。"
"VdC1BS86-ms","推廣客家文化 陽明客家協會授旗3才藝班【客家新聞20230716】","客家新聞Hakka News","2023-07-16","臺中市豐原區被客委會公告為客家文化重點發展區，只是當地鮮少看到客家文化，更難聽到鄉親說客家話，為此臺中市陽明客家協會，就以客家歌謠、舞蹈及音樂，在豐原地區全方位推廣客家文化。"
"gYhWba2XLFY","臺三線淺山藝術論壇 藝術家分享創作【客家新聞20230716】","客家新聞Hakka News","2023-07-16","串連眾多客庄，全長150公里的浪漫臺三線藝術季，引起不少話題，16日有一場「淺山藝術論壇」，邀請了策展團隊，10多位藝術家與學者進行對談，分享在臺三線上的創作與故事，其中也有客籍的藝術家，透過自身的成長經驗，分享如何將作品賦予客家意象。"
"LGA7hfXeRSg","推動客語深根計畫 國姓開辦親子共學班【客家新聞20230716】","客家新聞Hakka News","2023-07-16","南投縣政府文化局客家事務科推動客語深根服務計畫，開辦南投客家文化學院，特別和國姓鄉立圖書館合作，舉辦家庭親子共學班，希望藉由活潑的課程，融入基礎客語的教學，營造客語使用的環境。"
"pAL4vkIM8UI","竹縣海陸客家語文協會20週年 展現推廣成果【客家新聞20230716】","客家新聞Hakka News","2023-07-16","新竹縣海陸客家語文協會，今年成立20週年，在慶祝大會上，除了靜態展示歷年出版的書籍之外，還有動態的表演，而為了讓海陸腔客語傳承，能夠跟上時代的潮流，未來協會也將建立資料網站，讓更多人方便學習、使用。"
"xdk4TAH7ypk","客青國際事務訪問團開訓 赴海外客家交流【客家新聞20230716】","客家新聞Hakka News","2023-07-16","因疫情停辦3年的「客家青少年國際事務訪問團」，今年再度啟動，一共有12位，平均年齡17歲的客家後生，化身成客家文化宣揚大使，將到新加坡、馬來西亞進行海外交流，今天(15日)進行行前訓練始業典禮，成員們相見歡，大秀才藝。"
"s61DwMHj9OU","原客三對三籃球賽屏東開戰 61隊賽場競技【客家新聞20230715】","客家新聞Hakka News","2023-07-15","2023原客青少年三對三籃球賽屏東場，今天(15日)在明正國中熱血開賽，每隊均要有原住民族籍及客家籍選手，共有61隊報名參賽，261名選手在賽場上競技。"
"yqWBDxKIVf8","因疫情停辦3年 瑞穗鼓王爭霸賽重磅回歸【客家新聞20230715】","客家新聞Hakka News","2023-07-15","花蓮客庄盛事，瑞穗富源的鼓王爭霸戰，因疫情停辦3年，今年再度恢復舉辦，也集結了全國各路好手報名參加，一較高下、尬鼓競技。"
"gv40LPFnDFM","林內鄉疫後復辦「搶水文化節」 體會農作辛苦【客家新聞20230715】","客家新聞Hakka News","2023-07-15","因疫情停辦2年的雲林縣林內鄉「搶水文化節」，15日又恢復舉行，早期水路系統不發達，農民必須自己引溪水來灌溉，就像跟大自然搶水一樣，主辦單位藉由搶水文化節，讓民眾體會農作的辛苦。"
"rpNTWkCvLEY","數位匯流時代 電視式微 客台面臨全新挑戰【客家新聞20230715】","客家新聞Hakka News","2023-07-15","面對數位匯流時代的衝擊，各界也擔憂OTT影音串流平台即將超越電視成為主流，客家電視台也必須迎上這項考驗，學者期待《公視法》修法通過後，有更彈性的空間擘劃長遠發展，投入更多資源推動「客家主流化」，而各界也期望客家電視，成為「客家現代影音內容產業製作中心」，這些都將會是未來全新的挑戰。"
"R5pZO43eadw","以「回」為主題 美濃黃蝶祭傳達珍惜環境觀【客家新聞20230715】","客家新聞Hakka News","2023-07-15","1995年因為反水庫運動而起的美濃黃蝶祭，已經有29年的歷史了，今年的活動以「回」為主題，表達從心出發、珍惜生活環境，除了傳統祭典儀式，也安排了舞者為大自然獻舞，透過不同姿態表達對天地的尊敬。"
"Elk8GgxOX3M","城隍爺生前晚 拔仔庄「暗訪」七爺八爺出巡【客家新聞20230715】","客家新聞Hakka News","2023-07-15","建於清光緒13年的富源保安宮，是花蓮地區最古老的城隍廟，每年城隍爺生前一天，也就是農曆5月12日傍晚，拔仔庄都有「暗訪」活動，就是召集俗稱紅褲班的神轎班隊，請出高矮爺，也就是七爺八爺在富源三村夜間巡邏，沿途消災祈福，而這也是客庄鼓陣鼓藝文化的由來，相當具有地方傳統色彩 。"
"yPmS3MBI3kE","鼓王爭霸戰由來 富源保安宮城隍爺慶典【客家新聞20230715】","客家新聞Hakka News","2023-07-15","鼓王爭霸戰最早是源於花蓮富源在地信仰中心保安宮，也就是城隍廟的慶典活動，當地人說只要是神明遶境，就一定會打鼓壯大聲勢，所以有一句話流傳說，沒聽過打鼓聲就不是富源人，這項傳統文化在民國100年左右，由官方接手打造成年度全國賽事，在疫情之後重新出發，讓花蓮在地客庄的文化品牌，一年一年傳承下去。"
"aaef8VTDvHE","萬巒國小學童社區唱校歌 傳唱三代引共鳴【客家新聞20230715】","客家新聞Hakka News","2023-07-15","屏東縣萬巒國小的校歌，由萬巒鄉校長父子檔，謝才郎填詞、謝明初譜曲，從臺灣光復之後已經傳唱三代，萬巒國小學童在老師的帶領下，進到社區關懷據點演唱校歌，由於歌曲以客語語法創作，並道出學校與地方特色，也引起不少社區長輩的共鳴。"
"pNNQ1aGNNL8","鼓王爭霸戰發展20餘年 睽違3年再度舉辦【客家新聞20230715】","客家新聞Hakka News","2023-07-15","鼓王爭霸戰在當地發展有20多年之久了，3年前因為疫情停辦就沉寂下來，今年正式恢復舉辦，最重要的部分就是今天的打鼓比賽，有來自全臺灣總共25隊好手參加，早上是社會組、下午是學生組，用到的樂器有大鼓、小鼓、鑼、鈸這些傳統樂器，相當有氣勢，稍早之前精采的畫面，我們就請在現場連線的記者胡吰誌、林敬祐為大家說明。"
"umR31jodccg","開發客庄小旅行 鼓王爭霸戰帶動瑞穗觀光【客家新聞20230715】","客家新聞Hakka News","2023-07-15","這次的鼓王爭霸戰，主辦單位甚至開發客庄小旅行，來自北中南東各地鄉親，除了到現場觀賽，也到周遭像富源保安宮、瑞穗牧場等景點，順勢帶動瑞穗觀光資源，現場情形連線記者胡吰誌和林敬祐。"
"YdYW8hp2CTM","西螺河川公地設「森活武樹公園」 8月擬開放【客家新聞20230714】","客家新聞Hakka News","2023-07-14","位於雲林縣西螺大橋旁，有一塊雜草叢生的河川公地，長期遭堆放垃圾，環境遭汙染。為此，雲林縣環保局以西螺七崁武術文化為意象，將河川公地打造成為「森活武樹公園」，提供民眾休閒娛樂場所。"
"F5TbMuKBzk0","│鳳山溪上游汙染案│鳳山溪上游水汙月餘 新竹縣長楊文科13日突擊檢查【客家新聞20230714】","客家新聞Hakka News","2023-07-14","新竹縣關西鎮鳳山溪水汙染事件，至今月餘，雖然新竹縣政府已對釀成汙染公司撤照，不過地方上怒火未歇，13日北上立法院陳情，直指上游處的另一間公司也有疑慮，希望縣府把上游工廠全遷走，而就在同一天的下午，新竹縣長楊文科帶隊，前往位於上游的該間公司稽查，發現現場有化學桶未照規定存放，當場下令工廠限期改善。"
"TJdBN2t8xpg","劉劭希拒唱性騷嫌疑者歌曲 退演世客博【客家新聞20230714】","客家新聞Hakka News","2023-07-14","金曲歌王劉劭希13日在社群平台上發布聲明，說他拒唱#MeToo嫌疑者的歌，決定退演世客博開幕音樂會，還提到主辦單位，禁止他演唱個人創作，對此桃園市文化局回應，考量社會觀感，確定會調整曲目，溝通過程中未同步才造成誤會。"
"w2mXKh0DuFI","內灣形象商圈協會 首辦仲夏漫遊節尞暑假【客家新聞20230714】","客家新聞Hakka News","2023-07-14","新竹縣橫山鄉內灣形象商圈發展協會，舉辦內灣仲夏漫遊節活動，店家大展奉茶精神，而且祭出優惠，邀民眾暑假期間走訪內灣客庄。"
"bgKd32AfC5Q","臺灣文化館捐贈文物展 與鄉親探究客家【客家新聞20230714】","客家新聞Hakka News","2023-07-14","臺灣客家文化館推廣客家文化實體典藏工作，至111年底館藏已達上萬件，近年更收藏多件海外文物，14日館方特別舉辦感謝儀式，感謝民眾無私捐出歷史文物資產，讓更多人能因此認識客家。"
"20U563QRa0I","改編鍾理和.鍾鐵民文選 《笠山之歌》7/15登場【客家新聞20230714】","客家新聞Hakka News","2023-07-14","由新古典室內樂團打造的大型文學音樂劇場《笠山之歌》，發想、改編自鍾理和、鍾鐵民父子的文選，去年在高雄衛武營演出後，獲得極熱烈迴響，今年將延續先前的能量，7月15日、16日兩天，將在臺北國家戲劇院隆重登場，10月4日也會在桃園展演中心演出，讓大家再次感受臺灣客家文學之美。"
"AKdO90yqLHY","「客戲一夏」成果發表 小朋友演出架式十足【客家新聞20230714】","客家新聞Hakka News","2023-07-14","「客戲一夏」客家戲曲暑期夏令營，14日舉辦成果發表會，9所國小的2百多位同學，在經過兩星期的課程後，活力十足展現出短短時間內，學習身段唱腔學得有模有樣，上台演出不只信心滿滿，更是架式十足。"
"e_LDMbIiUHc","麟洛鄭成功廟生活空間 營造信仰.文化中心【客家新聞20230714】","客家新聞Hakka News","2023-07-14","屏東縣政府推動「麟洛鄉鄭成功廟生活空間營造計畫」，14日舉行開工動土儀式，這項計畫由客委會核定補助1650萬元經費，預計113年完工，未來將提供地方上優質的文化信仰中心和圖書閱覽空間。"
"u9O7J3gpuFE","臺東湧泉公園泳池水位降 公所擬挖井補水【客家新聞20230714】","客家新聞Hakka News","2023-07-14","臺東市湧泉運動公園，是全臺唯一自然湧泉游泳池，從今年4月起，就因水位剩20、30公分無法游泳，如今更僅剩下不到10公分，有民代認為是附近工程影響，而臺東市公所則準備挖井補水，讓泳池能再開放游泳。"
"TaIKnhr-OyA","葉裁攝影創作60年 作品傳遞鄉土文化情感【客家新聞20230713】","客家新聞Hakka News","2023-07-13","長期用影像記錄客庄和臺灣土地的客籍攝影家葉裁，把將近一甲子時間的攝影創作加以整理，在今天(13日)發表了《光景:葉裁·攝影創作60年》攝影集，透過影像努力抓住時代氛圍的變化，並傳遞對鄉土文化的情感。"
"a-QB3wo5Tg0","頭份中華.自強路口 增行人庇護島更安全【客家新聞20230713】","客家新聞Hakka News","2023-07-13","苗栗縣議員接獲陳情，指出由於苗栗縣頭份市，中華路跟自強路口、路幅比較寬，行人若無法在綠燈結束前過完馬路，時間一到變燈後就容易卡在路中間，進退不得、險象環生，經過向公路局陳情後，目前已經重劃斑馬線位置，並且增設行人庇護島以改善。"
"eRXcN6soJdY","落實史懷哲精神 屏科大師培中心偏鄉服務【客家新聞20230713】","客家新聞Hakka News","2023-07-13","屏東科技大學師資培育中心師生，每年暑假都會辦理「史懷哲精神」教育服務活動，今年在屏東縣佳冬國中，由10位師資生辦理「當生活與自然相遇夏令營」，帶領南州以及佳冬國中共60名同學，一起在自然生活中學習。"
"gpZQs5FVJ48","「公共電視法」納入客台 族群頻道未來展望【客家新聞20230713】","客家新聞Hakka News","2023-07-13","客家電視台長年在公共電視集團下，過往皆以「標案」方式辦理，一直存在法源未明等問題，造成經營穩定性不足，今年終於有了新的突破，5月26日「公共電視法」部分條文修正草案，三讀通過，修法後除了將客台明確法制化，未來能專款專用，維持族群頻道的獨立性，之後又將面對什麼新的挑戰，帶大家一起關心。"
"ro8qml3ey8o","內政部預告鬆綁非都土地推綠能 民團反對【客家新聞20230713】","客家新聞Hakka News","2023-07-13","發展再生能源，可以說是當今最重要課題，內政部日前預告鬆綁非都市土地使用管制規則，將會有更多土地納入新創的綠能發展區，不過部分學界以及民間團體對此很有意見，今天上午串連發聲，呼籲內政部暫緩法規修正，充分跟社會討論後再推動。"
"XRfmLSCSO98","│鳳山溪上游汙染案│新竹鳳山溪遭汙染 鎮民立院陳情轟縣府無作為【客家新聞20230713】","客家新聞Hakka News","2023-07-13","611新竹縣關西鎮鳳山溪爆有毒廢水汙染，導致魚群暴斃、關西和新埔大停水，當時新竹縣政府隨即啟動調查，並展開清理毒物作業，縣府對此日前曾回應，將嚴懲業者並加強水質監測，不過時隔一個月了，鎮民質疑竹縣府沒有積極作為，今天(13日)關西鎮長和地方人士，北上立法院陳情。"
"GnHwtoyDJ0c","苗栗公館紅棗節 食農小旅行體驗田園風光【客家新聞20230713】","客家新聞Hakka News","2023-07-13","全臺唯一 苗栗縣公館鄉限定，紅棗進入盛產期，公館鄉農會推出結合紅棗入菜的「棗飯兜」還有多樣冰品，並且規畫4場次紅棗食農小旅行，邀請鄉親在炎炎夏日，到公館體驗客庄農村文化。"
"kFDNXqKuvFI","府城學生講客學八音夏令營 盼傳承新血【客家新聞20230713】","客家新聞Hakka News","2023-07-13","配合客委會「學生講客夏令營」活動，臺南府城真樂軒，客家八音樂團就推出「學生講客學八音夏令營」，讓學員在5天的研習課程中，可以學會彈一整首樂曲，傳承客家八音也培育新血。"
"h1efTMmB2mY","韓國江陵世界合唱賽 頭份建國國小奪1金1銀【客家新聞20230713】","客家新聞Hakka News","2023-07-13","苗栗縣參加世界合唱比賽傳捷報，12日晚間揭曉最新消息，苗栗縣頭份市建國國小，參加在韓國江陵舉辦的第12屆World Choir Games世界合唱比賽，榮獲1金1銀。"
"tEyivQS7DGI","來惠國小「開口獅學習營」 傳承詔安民俗技藝【客家新聞20230713】","客家新聞Hakka News","2023-07-13","開口獅民俗藝陣，是詔安客家人的文化三寶之一，為了傳承民俗技藝，雲林縣二崙鄉的來惠國小，利用暑假辦理""開口獅學習營""，讓新加入的低年級學生，有更多學習的時間。"
"qYttPaJ-FP0","關山志工家訪獨居老人 暖心關懷提供協助【客家新聞20230713】","客家新聞Hakka News","2023-07-13","雖然社區關懷據點已經實行多年，但並不是所有老人家都會固定到關懷據點，據統計關山鎮約有235位獨居老人，部分長者並未到關懷據點，關山鎮公所就成立志工隊，不定時家訪，除了關心長者生活狀況，也適時提供社會福利服務資訊。"
"5nif3X_4uwc","愛爾蘭第3屆翻譯擂台 曾貴海客語詩為題【客家新聞20230713】","客家新聞Hakka News","2023-07-13","近期開跑的愛爾蘭第三屆翻譯擂台競賽，繼前兩年，分別以華語詩，以及河洛詩做為題目後，今年則首度挑戰客語詩，駐愛爾蘭代表處特別邀請醫生詩人曾貴海，為這次競賽寫下新作品《天光》，要號召世界各地的翻譯高手，感受客家詩中的情感、音律，並翻譯成英文，即日起徵件到9月1日。"
"x50Qy_8CCno","古蹟糯米橋遭汽機車闖入 縣府會勘改善【客家新聞20230712】","客家新聞Hakka News","2023-07-12","南投縣國姓鄉縣定古蹟糯米橋，是縣內唯一列為古蹟的橋梁，不過日前有民眾發現，竟然有人將汽車開到古蹟橋上，事件曝光後引起主管機關重視，今天(12日)縣府文化局邀請學者和國姓鄉公所，一起商討管理方式，希望能夠杜絕類似情況再發生。"
"q_FHv1-Im84","改編《青鳥》 沙丁龐客劇團帶領找尋幸福意義【客家新聞20230712】","客家新聞Hakka News","2023-07-12","諾貝爾文學獎得主梅特林克的寓言故事《青鳥》，現在被搬上舞台，臺北兒童藝術節特別邀請「沙丁龐客劇團」改編演出《青鳥·尋找真實的幸福》，7月22日到23日，將在臺北表演藝術中心盛大演出，舞台劇透過古典音樂、光影、偶戲，呈現作者筆下美妙而魔幻的世界，同時透過主角的旅程，探索人生與幸福的意義。"
"H7vjvxord_Q","苗縣青創店家選拔活動 挖掘潛力青年店家【客家新聞20230712】","客家新聞Hakka News","2023-07-12","為鼓勵青年返鄉創業，苗栗縣政府舉辦創新店家選拔活動，希望藉由活動輔導青年創業，給予展現自我的舞台，挖掘更多潛力青年店家，並推廣在地特色店家，帶動苗栗青創產業。"
"LOBfkwWAi4c","苗栗豐水梨評鑑 風味.甜度.口感大獲好評【客家新聞20230712】","客家新聞Hakka News","2023-07-12","苗栗縣政府舉辦豐水梨評鑑，今年有來自8鄉鎮，共85點水梨參賽，評審對這些豐水梨的品質，大表肯定，無論是風味口感甜度，都表現極佳，苗栗縣政府也呼籲消費者，受到梨穗供應問題，豐水梨產量減少，民眾要購買動作要快。"
"O_WXw86KPcU","高樹農會辦稻米達人賽 盼藉競爭推升品質【客家新聞20230712】","客家新聞Hakka News","2023-07-12","屏東縣高樹鄉農會，今天(12日)舉辦臺灣稻米達人鄉鎮賽，由5位評審分別從外觀與食味兩方面進行評比，結果由農友邱瑞雄、鍾永亮、張寶隆獲得前三名，高樹鄉農會表示，希望藉由每年評鑑的方式，提升高樹米的品質與知名度。"
"mJokVAWaGqA","永靖百年伙房「忠實第」 整修完工擬出版繪本【客家新聞20230712】","客家新聞Hakka News","2023-07-12","彰化縣永靖鄉，有百年歷史的客家伙房「忠實第」，是清朝末年永靖文人邱萃英講學的府第，丘逢甲也曾在這裡上學，非常具有保存價值的建物，2020年動工整修，目前已經完工，而邱家人計畫出版忠實第的繪本，藉此讓更多民眾能了解，永靖鄉及忠實第的歷史故事。"
"o_QP_UaFzjQ","「叩叩!老鄰居特展」 走訪桃園日式歷史建築【客家新聞20230712】","客家新聞Hakka News","2023-07-12","桃園市有15處公告登錄歷史建築的日式宿舍，桃園市文化局舉辦特展，以日式宿舍歷史建築研究成果為基礎，以生動的展示與走訪問答等活動，帶領民眾從不同角度，認識充滿魅力的在地文化資產。"
"mTLvow_mSf8","屏東民謠館10月完工 全臺首座聲音博物館【客家新聞20230712】","客家新聞Hakka News","2023-07-12","屏東縣政府屏東大博物館計畫，再向前跨進一步，位於屏菸1936文化基地的屏東縣典藏中心，以及恆春文化中心的民謠館，硬體工程將陸續在今年10月間完工，特別是民謠館內，更設置全國首座聲音博物館，最快今年底前啟用。"
"4SKNbuIlKiY","煞猛傳承客家語言.文化 客台20年成長茁壯【客家新聞20230712】","客家新聞Hakka News","2023-07-12","承載傳承語言與文化使命的，客家電視如今邁入第20年，從一開始篳路藍縷的開台，到累積經驗、成長茁壯，已發展成十分純熟的族群傳播頻道，創新的節目、經典的戲劇，創造許多膾炙人口的作品，也培養出不少專業的傳播人才，現在我們來看看學者、業界、主管機關，怎麼看客家電視，這20年的成長與改變。"
